"timestamp","device_id","CPU_T","CPU_Usage","RAM_Total","RAM_Used","RAM_Free","DISK_Total","DISK_Used_Space","DISK_Used_Perc"
"13/1/2025 09:30:44.1","UTA-IOB-Air-Gregory","18.2","66.6","944.1","164.5","539","28","6.2","24"
"12/1/2025 22:53:24","UTA-IOB-Air-Gregory","18.2","66.6","944.1","164.5","539","28","6.2","24"
"12/1/2025 22:44:06.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","166.5","530.1","28","6.3","24"
"12/1/2025 22:44:05","UTA-IOB-Air-Gregory","23","66.6","944.1","166","531.7","28","6.3","24"
"12/1/2025 22:34:00","UTA-IOB-Air-Gregory","21.4","66.6","944.1","165.9","533.2","28","6.3","24"
"12/1/2025 22:23:34","UTA-IOB-Air-Gregory","23","66.6","944.1","235.6","396.1","28","6.3","24"
"12/1/2025 22:13:50.1","UTA-IOB-Air-Gregory","22.5","66.6","944.1","165.9","533.6","28","6.3","24"
"12/1/2025 22:04:27","UTA-IOB-Air-Gregory","24.1","66.6","944.1","230","406","28","6.3","24"
"12/1/2025 21:53:48.1","UTA-IOB-Air-Gregory","23.6","66.6","944.1","165.3","535.4","28","6.3","24"
"12/1/2025 21:43:47.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","232.9","402.5","28","6.3","24"
"12/1/2025 21:34:45.1","UTA-IOB-Air-Gregory","24.1","66.6","944.1","164.9","536.8","28","6.3","24"
"12/1/2025 21:34:40","UTA-IOB-Air-Gregory","25.7","66.6","944.1","231.8","403.1","28","6.3","24"
"12/1/2025 21:23:29.1","UTA-IOB-Air-Gregory","25.7","66.6","944.1","231.8","403.1","28","6.3","24"
"12/1/2025 21:19:16","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 21:14:15.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 21:09:15.1","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 21:04:15","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
"12/1/2025 20:59:15","UTA-IOB-Air-Gregory","24.6","66.6","944.1","163.6","535.4","28","6.3","24"
