"SiteName","ReportedTime-UTC","VOC","O3","SO2","NO2","ReceivedTime"
"G-VOC","2025-01-13T01:18:26.478Z","3.084","0.044","0.2224","0.0004","1/12/2025, 19:18:27"
"G-VOC","2025-01-13T01:17:58.456Z","3.084","0.044","0.228","0","1/12/2025, 19:17:58"
"H-VOC","2025-01-13T01:17:34.975Z","3.068","0.0432","0.2816","0.0008","1/12/2025, 19:17:35"
"G-VOC","2025-01-13T01:17:30.474Z","3.084","0.044","0.2316","0","1/12/2025, 19:17:30"
"G-VOC","2025-01-13T01:17:02.465Z","3.084","0.044","0.2284","0","1/12/2025, 19:17:03"
"H-VOC","2025-01-13T01:16:52.976Z","3.068","0.0432","0.2808","0.004","1/12/2025, 19:16:53"
"G-VOC","2025-01-13T01:16:34.473Z","3.084","0.0444","0.2288","0","1/12/2025, 19:16:34"
"H-VOC","2025-01-13T01:16:10.970Z","3.064","0.0428","0.2812","0.0044","1/12/2025, 19:16:11"
"G-VOC","2025-01-13T01:16:06.440Z","3.084","0.044","0.228","0","1/12/2025, 19:16:06"
"G-VOC","2025-01-13T01:15:38.434Z","3.084","0.0444","0.2232","0","1/12/2025, 19:15:39"
"H-VOC","2025-01-13T01:15:28.968Z","3.064","0.0428","0.2804","0.0008","1/12/2025, 19:15:29"
"G-VOC","2025-01-13T01:15:10.418Z","3.088","0.0444","0.2232","0","1/12/2025, 19:15:10"
"H-VOC","2025-01-13T01:14:47.009Z","3.06","0.0424","0.2808","0.0004","1/12/2025, 19:14:47"
"G-VOC","2025-01-13T01:14:42.408Z","3.084","0.044","0.2284","0","1/12/2025, 19:14:42"
"G-VOC","2025-01-13T01:14:14.406Z","3.084","0.044","0.2264","0","1/12/2025, 19:14:14"
"H-VOC","2025-01-13T01:14:04.954Z","3.06","0.0424","0.2804","0.0004","1/12/2025, 19:14:05"
"G-VOC","2025-01-13T01:13:46.400Z","3.08","0.044","0.228","0","1/12/2025, 19:13:47"
"H-VOC","2025-01-13T01:13:22.944Z","3.064","0.0424","0.278","0.0004","1/12/2025, 19:13:23"
"G-VOC","2025-01-13T01:08:10.309Z","3.056","0.0448","0.228","0","1/12/2025, 19:08:10"
"G-VOC","2025-01-13T01:07:42.288Z","3.056","0.0448","0.23","0","1/12/2025, 19:07:42"
"G-VOC","2025-01-13T01:07:14.284Z","3.056","0.0448","0.2284","0","1/12/2025, 19:07:14"
"G-VOC","2025-01-13T01:06:46.290Z","3.056","0.0448","0.2264","0","1/12/2025, 19:06:46"
"G-VOC","2025-01-13T01:06:18.287Z","3.056","0.0448","0.2304","0","1/12/2025, 19:06:18"
"G-VOC","2025-01-13T01:05:50.304Z","3.056","0.0448","0.2228","0","1/12/2025, 19:05:50"
"G-VOC","2025-01-13T01:05:22.261Z","3.052","0.0448","0.2264","0","1/12/2025, 19:05:22"
"G-VOC","2025-01-13T01:04:54.293Z","3.044","0.0444","0.2292","0.0004","1/12/2025, 19:04:54"
"G-VOC","2025-01-13T01:04:26.278Z","3.04","0.0444","0.2312","0","1/12/2025, 19:04:26"
"G-VOC","2025-01-13T01:03:58.219Z","3.028","0.044","0.2324","0","1/12/2025, 19:03:58"
"G-VOC","2025-01-13T01:03:30.224Z","0","0","0.22","0.0008","1/12/2025, 19:03:30"
"H-VOC","2025-01-13T01:02:52.838Z","3.084","0.0444","0.2812","0","1/12/2025, 19:02:53"
"H-VOC","2025-01-13T01:02:10.880Z","3.084","0.044","0.2804","0.0004","1/12/2025, 19:02:11"
"H-VOC","2025-01-13T01:01:28.835Z","3.076","0.044","0.2816","0.0008","1/12/2025, 19:01:29"
"H-VOC","2025-01-13T01:00:46.826Z","3.068","0.044","0.2808","0","1/12/2025, 19:00:46"
"H-VOC","2025-01-13T01:00:04.813Z","3.056","0.044","0.282","0","1/12/2025, 19:00:05"
"H-VOC","2025-01-13T00:59:22.811Z","3.044","0.0436","0.2812","0","1/12/2025, 18:59:23"
"H-VOC","2025-01-13T00:58:40.806Z","3.04","0.0436","0.2792","0","1/12/2025, 18:58:41"
"G-VOC","2025-01-13T00:58:22.150Z","3.016","0.0456","0.2276","0","1/12/2025, 18:58:22"
"G-VOC","2025-01-13T00:57:54.140Z","3.016","0.0456","0.232","0","1/12/2025, 18:57:54"
"G-VOC","2025-01-13T00:57:26.121Z","3.02","0.0456","0.23","0","1/12/2025, 18:57:26"
"G-VOC","2025-01-13T00:56:58.107Z","3.024","0.0456","0.2292","0","1/12/2025, 18:56:58"
"G-VOC","2025-01-13T00:56:30.110Z","3.024","0.0456","0.2296","0","1/12/2025, 18:56:30"
"G-VOC","2025-01-13T00:56:02.106Z","3.028","0.0456","0.2304","0","1/12/2025, 18:56:02"
"G-VOC","2025-01-13T00:55:34.093Z","3.028","0.0456","0.2224","0","1/12/2025, 18:55:34"
"G-VOC","2025-01-13T00:55:06.130Z","3.032","0.0452","0.2372","0","1/12/2025, 18:55:06"
"G-VOC","2025-01-13T00:54:38.083Z","3.032","0.0452","0.2364","0","1/12/2025, 18:54:38"
"G-VOC","2025-01-13T00:54:10.071Z","3.032","0.0452","0.2276","0.0004","1/12/2025, 18:54:10"
"G-VOC","2025-01-13T00:53:42.089Z","3.028","0.0452","0.2316","0.0004","1/12/2025, 18:53:42"
"H-VOC","2025-01-13T00:48:10.722Z","3.072","0.0448","0.282","0","1/12/2025, 18:48:10"
"G-VOC","2025-01-13T00:48:05.983Z","2.98","0.0464","0.2296","0","1/12/2025, 18:48:06"
"G-VOC","2025-01-13T00:47:37.969Z","2.972","0.0464","0.244","0","1/12/2025, 18:47:38"
"H-VOC","2025-01-13T00:47:28.708Z","3.072","0.0448","0.2804","0","1/12/2025, 18:47:28"
"G-VOC","2025-01-13T00:47:09.955Z","2.972","0.0468","0.23","0","1/12/2025, 18:47:10"
"H-VOC","2025-01-13T00:46:46.692Z","3.072","0.0444","0.2824","0.0004","1/12/2025, 18:46:47"
"G-VOC","2025-01-13T00:46:41.948Z","2.972","0.0468","0.2292","0","1/12/2025, 18:46:42"
"G-VOC","2025-01-13T00:46:13.949Z","2.972","0.0468","0.228","0","1/12/2025, 18:46:14"
"H-VOC","2025-01-13T00:46:04.715Z","3.068","0.0444","0.282","0","1/12/2025, 18:46:05"
"G-VOC","2025-01-13T00:45:45.939Z","2.968","0.0468","0.2228","0","1/12/2025, 18:45:46"
"H-VOC","2025-01-13T00:45:22.678Z","3.068","0.0444","0.2808","0","1/12/2025, 18:45:22"
"G-VOC","2025-01-13T00:45:17.961Z","2.968","0.0468","0.2304","0","1/12/2025, 18:45:18"
"G-VOC","2025-01-13T00:44:49.924Z","2.972","0.0468","0.2268","0","1/12/2025, 18:44:50"
"H-VOC","2025-01-13T00:44:40.690Z","3.068","0.044","0.28","0","1/12/2025, 18:44:41"
"G-VOC","2025-01-13T00:44:21.949Z","2.972","0.0472","0.2284","0.0004","1/12/2025, 18:44:22"
"H-VOC","2025-01-13T00:43:58.706Z","3.068","0.044","0.28","0","1/12/2025, 18:43:58"
"G-VOC","2025-01-13T00:43:53.903Z","2.968","0.0472","0.2348","0.0004","1/12/2025, 18:43:54"
"G-VOC","2025-01-13T00:43:25.898Z","0","0","0.218","0.0004","1/12/2025, 18:43:26"
"G-VOC","2025-01-13T00:38:17.829Z","2.972","0.0484","0.2284","0","1/12/2025, 18:38:18"
"G-VOC","2025-01-13T00:37:49.825Z","2.976","0.0484","0.2256","0","1/12/2025, 18:37:50"
"G-VOC","2025-01-13T00:37:21.807Z","2.976","0.048","0.222","0","1/12/2025, 18:37:22"
"G-VOC","2025-01-13T00:36:53.805Z","2.98","0.048","0.2292","0","1/12/2025, 18:36:54"
"G-VOC","2025-01-13T00:36:25.787Z","2.98","0.048","0.228","0","1/12/2025, 18:36:26"
"G-VOC","2025-01-13T00:35:57.823Z","2.984","0.048","0.2256","0","1/12/2025, 18:35:58"
"G-VOC","2025-01-13T00:35:29.771Z","2.984","0.048","0.2272","0","1/12/2025, 18:35:30"
"G-VOC","2025-01-13T00:35:01.788Z","2.984","0.0476","0.2276","0","1/12/2025, 18:35:02"
"G-VOC","2025-01-13T00:34:33.758Z","2.984","0.0476","0.2304","0","1/12/2025, 18:34:33"
"G-VOC","2025-01-13T00:34:05.795Z","2.98","0.0476","0.228","0","1/12/2025, 18:34:06"
"G-VOC","2025-01-13T00:33:37.807Z","2.976","0.0476","0.2272","0","1/12/2025, 18:33:38"
"H-VOC","2025-01-13T00:32:46.549Z","3.032","0.0456","0.2832","0","1/12/2025, 18:32:46"
"H-VOC","2025-01-13T00:32:04.578Z","3.028","0.0456","0.2828","0","1/12/2025, 18:32:05"
"H-VOC","2025-01-13T00:31:22.528Z","3.02","0.0456","0.2816","0","1/12/2025, 18:31:22"
"H-VOC","2025-01-13T00:30:40.524Z","3.016","0.0452","0.2812","0","1/12/2025, 18:30:41"
"H-VOC","2025-01-13T00:29:58.516Z","3.008","0.0452","0.2808","0","1/12/2025, 18:29:58"
"H-VOC","2025-01-13T00:29:16.510Z","3","0.0456","0.2844","0","1/12/2025, 18:29:16"
"G-VOC","2025-01-13T00:28:01.676Z","2.88","0.0488","0.2312","0","1/12/2025, 18:28:02"
"G-VOC","2025-01-13T00:27:33.680Z","2.872","0.0492","0.2316","0","1/12/2025, 18:27:34"
"G-VOC","2025-01-13T00:27:05.684Z","2.864","0.0496","0.2308","0","1/12/2025, 18:27:05"
"G-VOC","2025-01-13T00:26:37.648Z","2.86","0.05","0.2324","0","1/12/2025, 18:26:38"
"G-VOC","2025-01-13T00:26:09.688Z","2.852","0.05","0.2252","0","1/12/2025, 18:26:10"
"G-VOC","2025-01-13T00:25:41.670Z","2.844","0.0504","0.2284","0","1/12/2025, 18:25:41"
"G-VOC","2025-01-13T00:25:13.625Z","2.828","0.0504","0.2276","0","1/12/2025, 18:25:14"
"G-VOC","2025-01-13T00:24:45.615Z","2.808","0.0508","0.2268","0","1/12/2025, 18:24:46"
"G-VOC","2025-01-13T00:24:17.613Z","2.792","0.0508","0.23","0","1/12/2025, 18:24:18"
"G-VOC","2025-01-13T00:23:49.611Z","2.776","0.0512","0.2288","0","1/12/2025, 18:23:50"
"G-VOC","2025-01-13T00:23:21.595Z","0","0","0.2288","0.0004","1/12/2025, 18:23:21"
"G-VOC","2025-01-13T00:18:13.555Z","2.736","0.0528","0.228","0","1/12/2025, 18:18:13"
"H-VOC","2025-01-13T00:18:04.417Z","2.992","0.0472","0.282","0","1/12/2025, 18:18:04"
"G-VOC","2025-01-13T00:17:45.502Z","2.736","0.0528","0.228","0","1/12/2025, 18:17:46"
"H-VOC","2025-01-13T00:17:22.387Z","2.996","0.0472","0.2816","0","1/12/2025, 18:17:22"
"G-VOC","2025-01-13T00:17:17.497Z","2.736","0.0532","0.2256","0","1/12/2025, 18:17:18"
"G-VOC","2025-01-13T00:16:49.509Z","2.736","0.0532","0.232","0","1/12/2025, 18:16:49"
"H-VOC","2025-01-13T00:16:40.399Z","2.996","0.0472","0.2812","0","1/12/2025, 18:16:40"
"G-VOC","2025-01-13T00:16:21.480Z","2.732","0.0532","0.2224","0","1/12/2025, 18:16:21"
"H-VOC","2025-01-13T00:15:58.368Z","3","0.0468","0.2816","0","1/12/2025, 18:15:58"
"G-VOC","2025-01-13T00:15:53.472Z","2.732","0.0532","0.2272","0","1/12/2025, 18:15:53"
"G-VOC","2025-01-13T00:15:25.461Z","2.728","0.0532","0.2292","0","1/12/2025, 18:15:25"
"H-VOC","2025-01-13T00:15:16.360Z","3","0.0468","0.282","0","1/12/2025, 18:15:16"
"G-VOC","2025-01-13T00:14:57.453Z","2.72","0.0532","0.234","0","1/12/2025, 18:14:57"
"H-VOC","2025-01-13T00:14:34.344Z","3","0.0464","0.2852","0","1/12/2025, 18:14:35"
"G-VOC","2025-01-13T00:14:29.453Z","2.716","0.0532","0.2276","0","1/12/2025, 18:14:29"
"G-VOC","2025-01-13T00:14:01.438Z","2.708","0.0536","0.23","0","1/12/2025, 18:14:02"
"H-VOC","2025-01-13T00:13:52.338Z","3","0.0464","0.2816","0","1/12/2025, 18:13:53"
"G-VOC","2025-01-13T00:13:33.431Z","2.7","0.0536","0.2276","0","1/12/2025, 18:13:33"
"G-VOC","2025-01-13T00:07:57.353Z","2.64","0.0544","0.2296","0","1/12/2025, 18:07:57"
"G-VOC","2025-01-13T00:07:29.343Z","2.636","0.0544","0.228","0","1/12/2025, 18:07:30"
"G-VOC","2025-01-13T00:07:01.375Z","2.632","0.0544","0.2268","0","1/12/2025, 18:07:02"
"G-VOC","2025-01-13T00:06:33.331Z","2.628","0.0544","0.2296","0","1/12/2025, 18:06:33"
"G-VOC","2025-01-13T00:06:05.334Z","2.62","0.0544","0.2304","0","1/12/2025, 18:06:05"
"G-VOC","2025-01-13T00:05:37.312Z","2.616","0.0544","0.2292","0","1/12/2025, 18:05:37"
"G-VOC","2025-01-13T00:05:09.306Z","2.608","0.0544","0.2276","0","1/12/2025, 18:05:09"
"G-VOC","2025-01-13T00:04:41.293Z","2.6","0.0544","0.23","0","1/12/2025, 18:04:41"
"G-VOC","2025-01-13T00:04:13.315Z","2.592","0.0544","0.2312","0","1/12/2025, 18:04:13"
"G-VOC","2025-01-13T00:03:45.284Z","2.572","0.0544","0.2732","0","1/12/2025, 18:03:45"
"H-VOC","2025-01-13T00:03:22.235Z","2.996","0.0472","0.2832","0.0004","1/12/2025, 18:03:22"
"G-VOC","2025-01-13T00:03:17.284Z","2.568","0.0544","0.2276","0.0004","1/12/2025, 18:03:17"
"H-VOC","2025-01-13T00:02:40.250Z","3.004","0.0472","0.284","0","1/12/2025, 18:02:40"
"H-VOC","2025-01-13T00:01:58.248Z","3.008","0.0472","0.2824","0","1/12/2025, 18:01:58"
"H-VOC","2025-01-13T00:01:16.252Z","3.008","0.0468","0.2832","0","1/12/2025, 18:01:16"
"H-VOC","2025-01-13T00:00:34.196Z","3.008","0.0468","0.2856","0","1/12/2025, 18:00:34"
"H-VOC","2025-01-12T23:59:52.194Z","3","0.0468","0.2828","0","1/12/2025, 17:59:52"
"H-VOC","2025-01-12T23:59:10.229Z","2.996","0.0472","0.2816","0","1/12/2025, 17:59:10"
"G-VOC","2025-01-12T23:58:09.207Z","2.472","0.056","0.2308","0","1/12/2025, 17:58:09"
"G-VOC","2025-01-12T23:57:41.182Z","2.468","0.0564","0.2288","0","1/12/2025, 17:57:41"
"G-VOC","2025-01-12T23:57:13.189Z","2.468","0.0564","0.2292","0","1/12/2025, 17:57:13"
"G-VOC","2025-01-12T23:56:45.182Z","2.464","0.0564","0.23","0","1/12/2025, 17:56:45"
"G-VOC","2025-01-12T23:56:17.206Z","2.464","0.0564","0.2276","0","1/12/2025, 17:56:17"
"G-VOC","2025-01-12T23:55:49.168Z","2.468","0.0564","0.226","0","1/12/2025, 17:55:49"
"G-VOC","2025-01-12T23:55:21.162Z","2.464","0.0564","0.2272","0","1/12/2025, 17:55:21"
"G-VOC","2025-01-12T23:54:53.155Z","2.472","0.0564","0.2276","0","1/12/2025, 17:54:53"
"G-VOC","2025-01-12T23:54:25.176Z","2.472","0.0564","0.2284","0","1/12/2025, 17:54:25"
"G-VOC","2025-01-12T23:53:57.139Z","2.472","0.0564","0.2268","0","1/12/2025, 17:53:57"
"G-VOC","2025-01-12T23:53:29.139Z","2.468","0.0564","0.2276","0","1/12/2025, 17:53:29"
"H-VOC","2025-01-12T23:48:40.112Z","2.932","0.0496","0.2876","0","1/12/2025, 17:48:40"
"H-VOC","2025-01-12T23:47:58.104Z","2.936","0.0496","0.2868","0","1/12/2025, 17:47:58"
"G-VOC","2025-01-12T23:47:53.072Z","2.496","0.0572","0.2284","0","1/12/2025, 17:47:53"
"G-VOC","2025-01-12T23:47:25.070Z","2.496","0.0572","0.228","0","1/12/2025, 17:47:25"
"H-VOC","2025-01-12T23:47:16.098Z","2.94","0.0492","0.286","0","1/12/2025, 17:47:16"
"G-VOC","2025-01-12T23:46:57.037Z","2.504","0.0568","0.228","0","1/12/2025, 17:46:57"
"H-VOC","2025-01-12T23:46:34.140Z","2.936","0.0492","0.2852","0","1/12/2025, 17:46:34"
"G-VOC","2025-01-12T23:46:29.036Z","2.508","0.0572","0.228","0","1/12/2025, 17:46:29"
"G-VOC","2025-01-12T23:46:01.058Z","2.508","0.0572","0.2292","0","1/12/2025, 17:46:01"
"H-VOC","2025-01-12T23:45:52.136Z","2.936","0.0492","0.2864","0","1/12/2025, 17:45:52"
"G-VOC","2025-01-12T23:45:33.025Z","2.508","0.0572","0.2256","0","1/12/2025, 17:45:33"
"H-VOC","2025-01-12T23:45:10.084Z","2.936","0.0492","0.2844","0","1/12/2025, 17:45:10"
"G-VOC","2025-01-12T23:45:05.034Z","2.504","0.0572","0.2284","0","1/12/2025, 17:45:05"
"G-VOC","2025-01-12T23:44:37.005Z","2.5","0.0572","0.2284","0","1/12/2025, 17:44:37"
"H-VOC","2025-01-12T23:44:28.088Z","2.932","0.0492","0.2836","0","1/12/2025, 17:44:28"
"G-VOC","2025-01-12T23:44:08.998Z","2.5","0.0572","0.2296","0","1/12/2025, 17:44:09"
"G-VOC","2025-01-12T23:43:40.986Z","2.5","0.0568","0.2304","0","1/12/2025, 17:43:41"
"G-VOC","2025-01-12T23:43:13.030Z","2.492","0.0568","0.2284","0.0004","1/12/2025, 17:43:13"
"G-VOC","2025-01-12T23:38:04.928Z","2.484","0.058","0.2276","0","1/12/2025, 17:38:05"
"G-VOC","2025-01-12T23:37:36.913Z","2.492","0.058","0.2416","0","1/12/2025, 17:37:37"
"G-VOC","2025-01-12T23:37:08.927Z","2.5","0.058","0.2352","0","1/12/2025, 17:37:09"
"G-VOC","2025-01-12T23:36:40.940Z","2.5","0.058","0.226","0","1/12/2025, 17:36:41"
"G-VOC","2025-01-12T23:36:12.890Z","2.508","0.058","0.2272","0","1/12/2025, 17:36:13"
"G-VOC","2025-01-12T23:35:44.895Z","2.52","0.058","0.228","0","1/12/2025, 17:35:45"
"G-VOC","2025-01-12T23:35:16.921Z","2.528","0.058","0.2256","0","1/12/2025, 17:35:17"
"G-VOC","2025-01-12T23:34:48.883Z","2.524","0.058","0.2228","0","1/12/2025, 17:34:49"
"G-VOC","2025-01-12T23:34:20.863Z","2.524","0.058","0.2232","0","1/12/2025, 17:34:21"
"H-VOC","2025-01-12T23:33:58.013Z","2.776","0.052","0.2856","0","1/12/2025, 17:33:58"
"G-VOC","2025-01-12T23:33:52.856Z","2.528","0.058","0.226","0","1/12/2025, 17:33:53"
"G-VOC","2025-01-12T23:33:24.840Z","2.528","0.058","0.2268","0.0004","1/12/2025, 17:33:25"
"H-VOC","2025-01-12T23:33:16.005Z","2.768","0.0516","0.2876","0","1/12/2025, 17:33:16"
"H-VOC","2025-01-12T23:32:33.996Z","2.744","0.052","0.2844","0","1/12/2025, 17:32:34"
"H-VOC","2025-01-12T23:31:52.016Z","2.716","0.0524","0.2872","0","1/12/2025, 17:31:52"
"H-VOC","2025-01-12T23:31:10.008Z","2.7","0.0524","0.2856","0","1/12/2025, 17:31:10"
"H-VOC","2025-01-12T23:30:27.985Z","2.66","0.0532","0.2844","0","1/12/2025, 17:30:28"
"H-VOC","2025-01-12T23:29:45.983Z","2.608","0.054","0.2856","0","1/12/2025, 17:29:46"
"G-VOC","2025-01-12T23:27:48.797Z","2.54","0.058","0.228","0","1/12/2025, 17:27:49"
"G-VOC","2025-01-12T23:27:20.805Z","2.548","0.0576","0.2272","0","1/12/2025, 17:27:21"
"G-VOC","2025-01-12T23:26:52.755Z","2.56","0.0576","0.2284","0","1/12/2025, 17:26:53"
"G-VOC","2025-01-12T23:26:24.742Z","2.564","0.0576","0.2296","0","1/12/2025, 17:26:25"
"G-VOC","2025-01-12T23:25:56.750Z","2.564","0.0572","0.2272","0","1/12/2025, 17:25:57"
"G-VOC","2025-01-12T23:25:28.778Z","2.56","0.0572","0.228","0","1/12/2025, 17:25:29"
"G-VOC","2025-01-12T23:25:00.758Z","2.56","0.0572","0.2272","0","1/12/2025, 17:25:01"
"G-VOC","2025-01-12T23:24:32.729Z","2.56","0.0572","0.2292","0","1/12/2025, 17:24:33"
"G-VOC","2025-01-12T23:24:04.723Z","2.564","0.0572","0.2288","0","1/12/2025, 17:24:05"
"G-VOC","2025-01-12T23:23:36.706Z","2.568","0.0572","0.23","0","1/12/2025, 17:23:36"
"G-VOC","2025-01-12T23:23:08.696Z","2.568","0.0568","0.23","0.0012","1/12/2025, 17:23:09"
"H-VOC","2025-01-12T23:19:15.933Z","2.128","0.0628","0.2852","0","1/12/2025, 17:19:16"
"H-VOC","2025-01-12T23:18:33.900Z","2.112","0.0628","0.2848","0","1/12/2025, 17:18:34"
"G-VOC","2025-01-12T23:18:00.629Z","2.56","0.0568","0.2328","0","1/12/2025, 17:18:00"
"H-VOC","2025-01-12T23:17:51.899Z","2.096","0.0628","0.2856","0","1/12/2025, 17:17:52"
"G-VOC","2025-01-12T23:17:32.629Z","2.56","0.0568","0.2344","0","1/12/2025, 17:17:32"
"H-VOC","2025-01-12T23:17:09.901Z","2.088","0.0628","0.2856","0","1/12/2025, 17:17:10"
"G-VOC","2025-01-12T23:17:04.621Z","2.552","0.0568","0.232","0","1/12/2025, 17:17:05"
"G-VOC","2025-01-12T23:16:36.607Z","2.548","0.0568","0.228","0","1/12/2025, 17:16:37"
"H-VOC","2025-01-12T23:16:27.901Z","2.1","0.0628","0.2828","0","1/12/2025, 17:16:28"
"G-VOC","2025-01-12T23:16:08.600Z","2.548","0.0568","0.2296","0","1/12/2025, 17:16:09"
"H-VOC","2025-01-12T23:15:45.926Z","2.108","0.0624","0.2844","0","1/12/2025, 17:15:46"
"G-VOC","2025-01-12T23:15:40.581Z","2.548","0.0568","0.2308","0","1/12/2025, 17:15:40"
"G-VOC","2025-01-12T23:15:12.582Z","2.544","0.0564","0.2288","0","1/12/2025, 17:15:12"
"H-VOC","2025-01-12T23:15:03.882Z","2.104","0.0628","0.284","0","1/12/2025, 17:15:04"
"G-VOC","2025-01-12T23:14:44.582Z","2.54","0.0568","0.2296","0","1/12/2025, 17:14:45"
"G-VOC","2025-01-12T23:14:16.570Z","2.536","0.0568","0.228","0","1/12/2025, 17:14:17"
"G-VOC","2025-01-12T23:13:48.562Z","2.528","0.0568","0.2284","0","1/12/2025, 17:13:48"
"G-VOC","2025-01-12T23:13:20.553Z","2.52","0.0576","0.2324","0","1/12/2025, 17:13:20"
"G-VOC","2025-01-12T23:07:44.472Z","2.496","0.0588","0.23","0","1/12/2025, 17:07:45"
"G-VOC","2025-01-12T23:07:16.468Z","2.488","0.0592","0.2288","0","1/12/2025, 17:07:16"
"G-VOC","2025-01-12T23:06:48.459Z","2.484","0.0596","0.2308","0","1/12/2025, 17:06:48"
"G-VOC","2025-01-12T23:06:20.446Z","2.48","0.0596","0.2312","0","1/12/2025, 17:06:20"
"G-VOC","2025-01-12T23:05:52.437Z","2.48","0.06","0.2292","0","1/12/2025, 17:05:52"
"G-VOC","2025-01-12T23:05:24.434Z","2.464","0.06","0.2312","0","1/12/2025, 17:05:25"
"G-VOC","2025-01-12T23:04:56.427Z","2.42","0.0616","0.2344","0","1/12/2025, 17:04:56"
"G-VOC","2025-01-12T23:04:28.427Z","2.4","0.0628","0.2316","0","1/12/2025, 17:04:28"
"G-VOC","2025-01-12T23:04:00.452Z","2.38","0.0632","0.2316","0","1/12/2025, 17:04:00"
"H-VOC","2025-01-12T23:03:51.827Z","2.068","0.0648","0.286","0","1/12/2025, 17:03:52"
"G-VOC","2025-01-12T23:03:32.412Z","2.376","0.0632","0.232","0","1/12/2025, 17:03:33"
"H-VOC","2025-01-12T23:03:09.801Z","2.068","0.0644","0.2844","0","1/12/2025, 17:03:10"
"G-VOC","2025-01-12T23:03:04.411Z","2.36","0.0632","0.2316","0.0004","1/12/2025, 17:03:04"
"H-VOC","2025-01-12T23:02:27.805Z","2.08","0.0644","0.2836","0","1/12/2025, 17:02:28"
"H-VOC","2025-01-12T23:01:45.788Z","2.088","0.064","0.2828","0","1/12/2025, 17:01:46"
"H-VOC","2025-01-12T23:01:03.797Z","2.108","0.064","0.2824","0","1/12/2025, 17:01:04"
"H-VOC","2025-01-12T23:00:21.800Z","2.1","0.064","0.2844","0","1/12/2025, 17:00:22"
"H-VOC","2025-01-12T22:59:39.803Z","0","0","0.2864","0.0008","1/12/2025, 16:59:40"
"G-VOC","2025-01-12T22:57:28.330Z","2.284","0.0652","0.2312","0","1/12/2025, 16:57:28"
"G-VOC","2025-01-12T22:57:00.324Z","2.28","0.0652","0.2296","0","1/12/2025, 16:57:00"
"G-VOC","2025-01-12T22:56:32.323Z","2.272","0.0652","0.2296","0","1/12/2025, 16:56:32"
"G-VOC","2025-01-12T22:56:04.310Z","2.264","0.0652","0.2288","0","1/12/2025, 16:56:04"
"G-VOC","2025-01-12T22:55:36.315Z","2.256","0.0652","0.2292","0","1/12/2025, 16:55:36"
"G-VOC","2025-01-12T22:55:08.333Z","2.256","0.0652","0.232","0","1/12/2025, 16:55:08"
"G-VOC","2025-01-12T22:54:40.267Z","2.28","0.0656","0.2324","0","1/12/2025, 16:54:40"
"G-VOC","2025-01-12T22:54:12.271Z","2.28","0.0652","0.2284","0","1/12/2025, 16:54:12"
"G-VOC","2025-01-12T22:53:44.268Z","2.284","0.0656","0.2288","0","1/12/2025, 16:53:44"
"G-VOC","2025-01-12T22:53:16.304Z","2.284","0.0652","0.2288","0","1/12/2025, 16:53:16"
"H-VOC","2025-01-12T22:49:09.696Z","2.044","0.0664","0.2864","0","1/12/2025, 16:49:10"
"H-VOC","2025-01-12T22:48:27.708Z","2.04","0.066","0.2852","0","1/12/2025, 16:48:28"
"H-VOC","2025-01-12T22:47:45.689Z","2.052","0.066","0.2868","0","1/12/2025, 16:47:46"
"G-VOC","2025-01-12T22:47:40.167Z","2.256","0.0684","0.2312","0","1/12/2025, 16:47:40"
"G-VOC","2025-01-12T22:47:12.168Z","2.276","0.0688","0.2288","0","1/12/2025, 16:47:12"
"H-VOC","2025-01-12T22:47:03.689Z","2.056","0.0656","0.2844","0","1/12/2025, 16:47:03"
"G-VOC","2025-01-12T22:46:44.176Z","2.252","0.0692","0.23","0","1/12/2025, 16:46:44"
"H-VOC","2025-01-12T22:46:21.686Z","2.064","0.0656","0.2844","0","1/12/2025, 16:46:22"
"G-VOC","2025-01-12T22:46:16.154Z","2.2","0.0692","0.2308","0","1/12/2025, 16:46:16"
"G-VOC","2025-01-12T22:45:48.200Z","2.16","0.0696","0.23","0","1/12/2025, 16:45:48"
"H-VOC","2025-01-12T22:45:39.686Z","2.056","0.0656","0.2848","0","1/12/2025, 16:45:39"
"G-VOC","2025-01-12T22:45:20.135Z","2.144","0.0696","0.2316","0","1/12/2025, 16:45:20"
"H-VOC","2025-01-12T22:44:57.679Z","2.064","0.0656","0.2852","0.0008","1/12/2025, 16:44:57"
"G-VOC","2025-01-12T22:44:52.121Z","2.136","0.07","0.2288","0","1/12/2025, 16:44:52"
"G-VOC","2025-01-12T22:44:24.108Z","2.136","0.07","0.2288","0","1/12/2025, 16:44:24"
"G-VOC","2025-01-12T22:43:56.116Z","2.136","0.0696","0.2292","0","1/12/2025, 16:43:56"
"G-VOC","2025-01-12T22:43:28.111Z","2.136","0.0696","0.2304","0","1/12/2025, 16:43:28"
"G-VOC","2025-01-12T22:43:00.106Z","2.116","0.0696","0.2576","0.0004","1/12/2025, 16:43:00"
"G-VOC","2025-01-12T22:37:24.043Z","2.084","0.0724","0.232","0","1/12/2025, 16:37:24"
"G-VOC","2025-01-12T22:36:56.015Z","2.072","0.0728","0.2352","0","1/12/2025, 16:36:56"
"G-VOC","2025-01-12T22:36:28.051Z","2.076","0.0728","0.254","0","1/12/2025, 16:36:28"
