SiteName,Humidity,Temperature,Noise,PM2_5,PM10,ReceivedTime,ReportedTime-UTC
IOB-Air-Gen4-12062024,78.9,8.8,0,0,0,"1/14/2025, 08:37:12",2025-01-14T14:37:04.428Z
IOB-Air-Gen4-12062024,78.9,8.8,0,0,0,"1/14/2025, 08:31:44",2025-01-14T14:31:44.367Z
IOB-Air-Gen4-12062024,78.7,8.7,0,0,0,"1/14/2025, 08:31:04",2025-01-14T14:31:04.366Z
IOB-Air-Gen4-12062024,78.6,8.7,0,0,0,"1/14/2025, 08:28:06",2025-01-14T14:25:44.296Z
IOB-Air-Gen4-12062024,78.6,8.7,0,0,0,"1/14/2025, 08:25:44",2025-01-14T14:25:44.296Z
IOB-Air-Gen4-12062024,78.7,8.7,0,4,4,"1/14/2025, 08:25:04",2025-01-14T14:25:04.295Z
IOB-Air-Gen4-12062024,78.5,8.7,0,0,0,"1/14/2025, 08:19:44",2025-01-14T14:19:44.240Z
IOB-Air-Gen4-12062024,78.6,8.6,0,8,9,"1/14/2025, 08:19:09",2025-01-14T14:19:04.239Z
IOB-Air-Gen4-12062024,78.3,8.5,0,0,0,"1/14/2025, 08:13:44",2025-01-14T14:13:44.176Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 08:13:04",2025-01-14T14:13:04.171Z
IOB-Air-Gen4-12062024,78.1,8.4,0,0,0,"1/14/2025, 08:07:44",2025-01-14T14:07:44.125Z
IOB-Air-Gen4-12062024,77.8,8.4,0,0,0,"1/14/2025, 08:01:50",2025-01-14T14:01:44.077Z
IOB-Air-Gen4-12062024,77.7,8.4,0,0,0,"1/14/2025, 07:55:44",2025-01-14T13:55:44.030Z
IOB-Air-Gen4-12062024,77.4,8.3,0,0,0,"1/14/2025, 07:49:44",2025-01-14T13:49:43.962Z
IOB-Air-Gen4-12062024,77.5,8.3,0,0,0,"1/14/2025, 07:43:44",2025-01-14T13:43:43.931Z
IOB-Air-Gen4-12062024,77.1,8.2,0,0,0,"1/14/2025, 07:37:44",2025-01-14T13:37:43.951Z
IOB-Air-Gen4-12062024,76.8,8.3,0,0,0,"1/14/2025, 07:32:24",2025-01-14T13:32:23.897Z
IOB-Air-Gen4-12062024,76.8,8.3,0,0,0,"1/14/2025, 07:31:43",2025-01-14T13:31:43.860Z
IOB-Air-Gen4-12062024,76.5,8.3,0,0,0,"1/14/2025, 07:26:24",2025-01-14T13:26:23.816Z
IOB-Air-Gen4-12062024,76.6,8.3,0,0,0,"1/14/2025, 07:25:43",2025-01-14T13:25:43.811Z
IOB-Air-Gen4-12062024,76.2,8.4,0,0,0,"1/14/2025, 07:20:24",2025-01-14T13:20:23.763Z
IOB-Air-Gen4-12062024,76.3,8.3,0,2,2,"1/14/2025, 07:19:43",2025-01-14T13:19:43.766Z
IOB-Air-Gen4-12062024,76.3,8.4,0,0,0,"1/14/2025, 07:14:23",2025-01-14T13:14:23.693Z
IOB-Air-Gen4-12062024,76.3,8.4,0,0,0,"1/14/2025, 07:16:45",2025-01-14T13:14:23.693Z
IOB-Air-Gen4-12062024,76.2,8.4,0,2,2,"1/14/2025, 07:16:45",2025-01-14T13:13:43.703Z
IOB-Air-Gen4-12062024,76.2,8.4,0,2,2,"1/14/2025, 07:13:43",2025-01-14T13:13:43.703Z
IOB-Air-Gen4-12062024,75.8,8.3,0,0,0,"1/14/2025, 07:08:23",2025-01-14T13:08:23.642Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 07:07:43",2025-01-14T13:07:43.637Z
IOB-Air-Gen4-12062024,76.0,8.2,0,1,1,"1/14/2025, 07:02:23",2025-01-14T13:02:23.641Z
IOB-Air-Gen4-12062024,75.7,8.2,0,0,0,"1/14/2025, 06:56:23",2025-01-14T12:56:23.567Z
IOB-Air-Gen4-12062024,75.7,8.2,0,0,0,"1/14/2025, 06:58:44",2025-01-14T12:56:23.567Z
IOB-Air-Gen4-12062024,75.6,8.1,0,0,1,"1/14/2025, 06:51:45",2025-01-14T12:50:23.544Z
IOB-Air-Gen4-12062024,75.6,8.1,0,0,1,"1/14/2025, 06:50:23",2025-01-14T12:50:23.544Z
IOB-Air-Gen4-12062024,75.0,8.0,0,0,0,"1/14/2025, 06:44:23",2025-01-14T12:44:23.506Z
IOB-Air-Gen4-12062024,74.8,8.0,0,0,0,"1/14/2025, 06:38:23",2025-01-14T12:38:23.485Z
IOB-Air-Gen4-12062024,74.6,7.9,0,0,0,"1/14/2025, 06:32:33",2025-01-14T12:32:23.440Z
IOB-Air-Gen4-12062024,74.4,7.9,0,0,0,"1/14/2025, 06:28:22",2025-01-14T12:27:03.451Z
IOB-Air-Gen4-12062024,74.7,7.8,0,0,0,"1/14/2025, 06:28:22",2025-01-14T12:26:23.397Z
IOB-Air-Gen4-12062024,74.5,7.8,0,0,0,"1/14/2025, 06:21:03",2025-01-14T12:21:03.410Z
IOB-Air-Gen4-12062024,74.8,7.8,0,1,1,"1/14/2025, 06:20:24",2025-01-14T12:20:23.363Z
IOB-Air-Gen4-12062024,74.5,7.8,0,0,0,"1/14/2025, 06:15:03",2025-01-14T12:15:03.343Z
IOB-Air-Gen4-12062024,74.5,7.8,0,0,0,"1/14/2025, 06:17:21",2025-01-14T12:15:03.343Z
IOB-Air-Gen4-12062024,74.9,7.7,0,0,0,"1/14/2025, 06:14:23",2025-01-14T12:14:23.332Z
IOB-Air-Gen4-12062024,74.6,7.7,0,1,1,"1/14/2025, 06:09:03",2025-01-14T12:09:03.308Z
IOB-Air-Gen4-12062024,74.6,7.6,0,3,3,"1/14/2025, 06:08:23",2025-01-14T12:08:23.292Z
IOB-Air-Gen4-12062024,74.5,7.7,0,0,0,"1/14/2025, 06:03:03",2025-01-14T12:03:03.251Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 06:02:23",2025-01-14T12:02:23.249Z
IOB-Air-Gen4-12062024,74.2,7.7,0,0,0,"1/14/2025, 05:57:03",2025-01-14T11:57:03.223Z
IOB-Air-Gen4-12062024,74.2,7.6,0,0,0,"1/14/2025, 05:51:03",2025-01-14T11:51:03.172Z
IOB-Air-Gen4-12062024,73.5,7.6,0,0,0,"1/14/2025, 05:45:03",2025-01-14T11:45:03.133Z
IOB-Air-Gen4-12062024,73.2,7.6,0,0,0,"1/14/2025, 05:41:23",2025-01-14T11:39:03.091Z
IOB-Air-Gen4-12062024,73.2,7.6,0,0,0,"1/14/2025, 05:39:03",2025-01-14T11:39:03.091Z
IOB-Air-Gen4-12062024,72.6,7.7,0,0,0,"1/14/2025, 05:33:03",2025-01-14T11:33:03.047Z
IOB-Air-Gen4-12062024,72.0,7.7,0,0,0,"1/14/2025, 05:27:07",2025-01-14T11:27:03.010Z
IOB-Air-Gen4-12062024,71.3,7.7,0,0,0,"1/14/2025, 05:21:45",2025-01-14T11:21:43.030Z
IOB-Air-Gen4-12062024,71.3,7.7,0,0,0,"1/14/2025, 05:23:58",2025-01-14T11:21:43.030Z
IOB-Air-Gen4-12062024,71.5,7.7,0,0,0,"1/14/2025, 05:21:03",2025-01-14T11:21:03.020Z
IOB-Air-Gen4-12062024,70.9,7.8,0,0,0,"1/14/2025, 05:15:43",2025-01-14T11:15:42.959Z
IOB-Air-Gen4-12062024,70.8,7.8,0,0,0,"1/14/2025, 05:15:03",2025-01-14T11:15:02.940Z
IOB-Air-Gen4-12062024,69.8,7.8,0,0,0,"1/14/2025, 05:09:42",2025-01-14T11:09:42.916Z
IOB-Air-Gen4-12062024,70.0,7.8,0,2,3,"1/14/2025, 05:09:03",2025-01-14T11:09:02.945Z
IOB-Air-Gen4-12062024,69.5,7.9,0,0,0,"1/14/2025, 05:03:43",2025-01-14T11:03:42.869Z
IOB-Air-Gen4-12062024,69.1,7.8,0,0,0,"1/14/2025, 05:03:02",2025-01-14T11:03:02.898Z
IOB-Air-Gen4-12062024,68.5,7.9,0,0,0,"1/14/2025, 04:57:43",2025-01-14T10:57:42.845Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 04:57:03",2025-01-14T10:57:02.837Z
IOB-Air-Gen4-12062024,67.7,7.9,0,0,0,"1/14/2025, 04:51:43",2025-01-14T10:51:42.814Z
IOB-Air-Gen4-12062024,67.4,7.8,0,0,0,"1/14/2025, 04:45:47",2025-01-14T10:45:42.781Z
IOB-Air-Gen4-12062024,67.7,7.7,0,0,0,"1/14/2025, 04:39:50",2025-01-14T10:39:42.702Z
IOB-Air-Gen4-12062024,68.7,7.6,0,0,0,"1/14/2025, 04:33:43",2025-01-14T10:33:42.660Z
IOB-Air-Gen4-12062024,69.8,7.3,0,0,0,"1/14/2025, 04:27:43",2025-01-14T10:27:42.615Z
IOB-Air-Gen4-12062024,70.8,7.1,0,0,0,"1/14/2025, 04:21:43",2025-01-14T10:21:42.563Z
IOB-Air-Gen4-12062024,72.4,6.9,0,0,0,"1/14/2025, 04:16:22",2025-01-14T10:16:22.510Z
IOB-Air-Gen4-12062024,73.0,6.8,0,0,0,"1/14/2025, 04:15:42",2025-01-14T10:15:42.511Z
IOB-Air-Gen4-12062024,74.3,6.6,0,0,0,"1/14/2025, 04:12:42",2025-01-14T10:10:22.490Z
IOB-Air-Gen4-12062024,74.3,6.6,0,0,0,"1/14/2025, 04:10:22",2025-01-14T10:10:22.490Z
IOB-Air-Gen4-12062024,74.6,6.5,0,0,0,"1/14/2025, 04:09:42",2025-01-14T10:09:42.482Z
IOB-Air-Gen4-12062024,75.3,6.4,0,0,0,"1/14/2025, 04:04:22",2025-01-14T10:04:22.427Z
IOB-Air-Gen4-12062024,75.5,6.4,0,0,0,"1/14/2025, 04:03:42",2025-01-14T10:03:42.427Z
IOB-Air-Gen4-12062024,75.4,6.4,0,0,0,"1/14/2025, 03:58:22",2025-01-14T09:58:22.415Z
IOB-Air-Gen4-12062024,75.5,6.3,0,7,8,"1/14/2025, 03:57:42",2025-01-14T09:57:42.407Z
IOB-Air-Gen4-12062024,75.4,6.3,0,0,0,"1/14/2025, 03:52:22",2025-01-14T09:52:22.412Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 03:51:42",2025-01-14T09:51:42.365Z
IOB-Air-Gen4-12062024,75.6,6.3,0,0,0,"1/14/2025, 03:46:22",2025-01-14T09:46:22.318Z
IOB-Air-Gen4-12062024,75.5,6.3,0,0,0,"1/14/2025, 03:40:22",2025-01-14T09:40:22.271Z
IOB-Air-Gen4-12062024,75.5,6.3,0,0,0,"1/14/2025, 03:34:22",2025-01-14T09:34:22.243Z
IOB-Air-Gen4-12062024,75.5,6.3,0,0,0,"1/14/2025, 03:36:42",2025-01-14T09:34:22.243Z
IOB-Air-Gen4-12062024,75.1,6.4,0,0,0,"1/14/2025, 03:28:22",2025-01-14T09:28:22.265Z
IOB-Air-Gen4-12062024,75.1,6.4,0,0,0,"1/14/2025, 03:22:22",2025-01-14T09:22:22.199Z
IOB-Air-Gen4-12062024,74.9,6.4,0,0,0,"1/14/2025, 03:16:22",2025-01-14T09:16:22.147Z
IOB-Air-Gen4-12062024,74.8,6.5,0,0,0,"1/14/2025, 03:11:02",2025-01-14T09:11:02.074Z
IOB-Air-Gen4-12062024,75.0,6.4,0,0,0,"1/14/2025, 03:10:22",2025-01-14T09:10:22.070Z
IOB-Air-Gen4-12062024,74.4,6.5,0,0,0,"1/14/2025, 03:05:02",2025-01-14T09:05:02.026Z
IOB-Air-Gen4-12062024,74.4,6.5,0,0,0,"1/14/2025, 03:06:55",2025-01-14T09:05:02.026Z
IOB-Air-Gen4-12062024,74.7,6.5,0,0,0,"1/14/2025, 03:04:22",2025-01-14T09:04:22.024Z
IOB-Air-Gen4-12062024,74.7,6.5,0,0,0,"1/14/2025, 03:06:55",2025-01-14T09:04:22.024Z
IOB-Air-Gen4-12062024,74.6,6.5,0,0,0,"1/14/2025, 02:59:02",2025-01-14T08:59:01.992Z
IOB-Air-Gen4-12062024,74.7,6.5,0,0,0,"1/14/2025, 02:58:22",2025-01-14T08:58:21.990Z
IOB-Air-Gen4-12062024,74.1,6.6,0,0,0,"1/14/2025, 02:53:02",2025-01-14T08:53:01.934Z
IOB-Air-Gen4-12062024,74.1,6.5,0,1,1,"1/14/2025, 02:52:22",2025-01-14T08:52:21.933Z
IOB-Air-Gen4-12062024,73.8,6.6,0,0,0,"1/14/2025, 02:47:01",2025-01-14T08:47:01.888Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 02:46:21",2025-01-14T08:46:21.875Z
IOB-Air-Gen4-12062024,73.5,6.7,0,0,0,"1/14/2025, 02:41:02",2025-01-14T08:41:01.831Z
IOB-Air-Gen4-12062024,74.1,6.5,0,0,0,"1/14/2025, 02:36:23",2025-01-14T08:35:01.783Z
IOB-Air-Gen4-12062024,74.1,6.5,0,0,0,"1/14/2025, 02:35:01",2025-01-14T08:35:01.783Z
IOB-Air-Gen4-12062024,74.5,6.4,0,0,0,"1/14/2025, 02:29:01",2025-01-14T08:29:01.757Z
IOB-Air-Gen4-12062024,75.0,6.3,0,0,0,"1/14/2025, 02:23:01",2025-01-14T08:23:01.718Z
IOB-Air-Gen4-12062024,74.8,6.2,0,0,0,"1/14/2025, 02:17:02",2025-01-14T08:17:01.669Z
IOB-Air-Gen4-12062024,74.7,6.2,0,0,0,"1/14/2025, 02:11:42",2025-01-14T08:11:41.664Z
IOB-Air-Gen4-12062024,74.8,6.2,0,0,0,"1/14/2025, 02:11:04",2025-01-14T08:11:01.626Z
IOB-Air-Gen4-12062024,75.1,6.1,0,0,0,"1/14/2025, 02:08:00",2025-01-14T08:05:41.603Z
IOB-Air-Gen4-12062024,75.1,6.1,0,0,0,"1/14/2025, 02:05:42",2025-01-14T08:05:41.603Z
IOB-Air-Gen4-12062024,75.4,6.1,0,0,0,"1/14/2025, 02:05:16",2025-01-14T08:05:01.599Z
IOB-Air-Gen4-12062024,75.2,6.1,0,0,0,"1/14/2025, 01:59:41",2025-01-14T07:59:41.534Z
IOB-Air-Gen4-12062024,75.6,6.1,0,0,0,"1/14/2025, 01:59:01",2025-01-14T07:59:01.574Z
IOB-Air-Gen4-12062024,75.5,6.1,0,0,0,"1/14/2025, 01:53:41",2025-01-14T07:53:41.543Z
IOB-Air-Gen4-12062024,75.5,6.0,0,0,0,"1/14/2025, 01:53:01",2025-01-14T07:53:01.527Z
IOB-Air-Gen4-12062024,75.6,6.0,0,0,0,"1/14/2025, 01:47:41",2025-01-14T07:47:41.461Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/14/2025, 01:47:01",2025-01-14T07:47:01.461Z
IOB-Air-Gen4-12062024,76.0,5.9,0,0,0,"1/14/2025, 01:42:34",2025-01-14T07:41:41.434Z
IOB-Air-Gen4-12062024,76.2,5.9,0,0,0,"1/14/2025, 01:35:41",2025-01-14T07:35:41.368Z
IOB-Air-Gen4-12062024,76.9,5.9,0,0,0,"1/14/2025, 01:29:41",2025-01-14T07:29:41.321Z
IOB-Air-Gen4-12062024,77.0,5.9,0,0,0,"1/14/2025, 01:23:41",2025-01-14T07:23:41.270Z
IOB-Air-Gen4-12062024,76.5,6.0,0,0,0,"1/14/2025, 01:17:41",2025-01-14T07:17:41.217Z
IOB-Air-Gen4-12062024,77.1,5.9,0,0,0,"1/14/2025, 01:11:41",2025-01-14T07:11:41.173Z
IOB-Air-Gen4-12062024,77.0,5.8,0,0,0,"1/14/2025, 01:06:21",2025-01-14T07:06:21.146Z
IOB-Air-Gen4-12062024,77.0,5.8,0,0,0,"1/14/2025, 01:08:44",2025-01-14T07:06:21.146Z
IOB-Air-Gen4-12062024,77.3,5.8,0,0,0,"1/14/2025, 01:05:41",2025-01-14T07:05:41.142Z
IOB-Air-Gen4-12062024,77.3,5.8,0,0,0,"1/14/2025, 01:08:44",2025-01-14T07:05:41.142Z
IOB-Air-Gen4-12062024,77.4,5.8,0,0,0,"1/14/2025, 01:00:21",2025-01-14T07:00:21.110Z
IOB-Air-Gen4-12062024,77.6,5.8,0,0,0,"01/15/2025, 00:59:41",2025-01-14T06:59:41.102Z
IOB-Air-Gen4-12062024,77.9,5.8,0,0,0,"01/15/2025, 00:54:21",2025-01-14T06:54:21.123Z
IOB-Air-Gen4-12062024,78.1,5.7,0,0,0,"01/15/2025, 00:53:41",2025-01-14T06:53:41.122Z
IOB-Air-Gen4-12062024,78.3,5.7,0,0,0,"01/15/2025, 00:49:32",2025-01-14T06:48:21.073Z
IOB-Air-Gen4-12062024,78.4,5.7,0,0,0,"01/15/2025, 00:47:41",2025-01-14T06:47:41.067Z
IOB-Air-Gen4-12062024,78.8,5.6,0,0,0,"01/15/2025, 00:42:21",2025-01-14T06:42:21.022Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"01/15/2025, 00:41:41",2025-01-14T06:41:41.023Z
IOB-Air-Gen4-12062024,79.4,5.5,0,0,0,"01/15/2025, 00:36:21",2025-01-14T06:36:20.996Z
IOB-Air-Gen4-12062024,79.0,5.6,0,0,0,"01/15/2025, 00:30:21",2025-01-14T06:30:20.963Z
IOB-Air-Gen4-12062024,79.2,5.6,0,0,0,"01/15/2025, 00:00:21",2025-01-14T06:24:20.951Z
IOB-Air-Gen4-12062024,79.4,5.6,0,0,0,"01/15/2025, 00:18:21",2025-01-14T06:18:20.914Z
IOB-Air-Gen4-12062024,80.2,5.5,0,0,0,"01/15/2025, 00:12:20",2025-01-14T06:12:20.874Z
IOB-Air-Gen4-12062024,80.7,5.5,0,0,0,"01/15/2025, 00:06:21",2025-01-14T06:06:20.854Z
IOB-Air-Gen4-12062024,81.2,5.4,0,0,0,"01/15/2025, 00:01:01",2025-01-14T06:01:00.797Z
IOB-Air-Gen4-12062024,81.3,5.4,0,0,0,"01/15/2025, 00:00:20",2025-01-14T06:00:20.799Z
IOB-Air-Gen4-12062024,80.9,5.5,0,0,0,"1/13/2025, 23:55:01",2025-01-14T05:55:00.777Z
IOB-Air-Gen4-12062024,80.9,5.5,0,0,0,"1/13/2025, 23:54:20",2025-01-14T05:54:20.779Z
IOB-Air-Gen4-12062024,81.5,5.4,0,0,0,"1/13/2025, 23:49:00",2025-01-14T05:49:00.728Z
IOB-Air-Gen4-12062024,81.6,5.4,0,0,0,"1/13/2025, 23:48:21",2025-01-14T05:48:20.758Z
IOB-Air-Gen4-12062024,81.8,5.4,0,0,0,"1/13/2025, 23:43:00",2025-01-14T05:43:00.695Z
IOB-Air-Gen4-12062024,82.0,5.4,0,1,1,"1/13/2025, 23:42:21",2025-01-14T05:42:20.738Z
IOB-Air-Gen4-12062024,81.5,5.5,0,0,0,"1/13/2025, 23:37:00",2025-01-14T05:37:00.655Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/13/2025, 23:36:20",2025-01-14T05:36:20.695Z
IOB-Air-Gen4-12062024,80.5,5.4,0,0,0,"1/13/2025, 23:31:00",2025-01-14T05:31:00.621Z
IOB-Air-Gen4-12062024,78.9,5.5,0,0,0,"1/13/2025, 23:25:00",2025-01-14T05:25:00.595Z
IOB-Air-Gen4-12062024,77.8,5.4,0,0,0,"1/13/2025, 23:19:00",2025-01-14T05:19:00.593Z
IOB-Air-Gen4-12062024,77.3,5.4,0,0,0,"1/13/2025, 23:13:00",2025-01-14T05:13:00.516Z
IOB-Air-Gen4-12062024,76.9,5.4,0,0,0,"1/13/2025, 23:07:00",2025-01-14T05:07:00.494Z
IOB-Air-Gen4-12062024,76.6,5.4,0,0,0,"1/13/2025, 23:01:00",2025-01-14T05:01:00.441Z
IOB-Air-Gen4-12062024,76.4,5.4,0,0,0,"1/13/2025, 22:55:40",2025-01-14T04:55:40.405Z
IOB-Air-Gen4-12062024,76.3,5.4,0,0,0,"1/13/2025, 22:55:00",2025-01-14T04:55:00.408Z
IOB-Air-Gen4-12062024,76.0,5.5,0,0,0,"1/13/2025, 22:49:40",2025-01-14T04:49:40.375Z
IOB-Air-Gen4-12062024,75.9,5.5,0,0,0,"1/13/2025, 22:49:00",2025-01-14T04:49:00.367Z
IOB-Air-Gen4-12062024,75.9,5.5,0,0,0,"1/13/2025, 22:43:40",2025-01-14T04:43:40.331Z
IOB-Air-Gen4-12062024,76.1,5.5,0,0,0,"1/13/2025, 22:43:00",2025-01-14T04:43:00.327Z
IOB-Air-Gen4-12062024,76.5,5.4,0,0,0,"1/13/2025, 22:37:40",2025-01-14T04:37:40.284Z
IOB-Air-Gen4-12062024,76.7,5.4,0,0,0,"1/13/2025, 22:37:00",2025-01-14T04:37:00.281Z
IOB-Air-Gen4-12062024,76.6,5.5,0,0,0,"1/13/2025, 22:31:40",2025-01-14T04:31:40.254Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/13/2025, 22:31:00",2025-01-14T04:31:00.287Z
IOB-Air-Gen4-12062024,76.1,5.6,0,0,0,"1/13/2025, 22:25:40",2025-01-14T04:25:40.205Z
IOB-Air-Gen4-12062024,75.6,5.8,0,0,0,"1/13/2025, 22:19:40",2025-01-14T04:19:40.162Z
IOB-Air-Gen4-12062024,74.9,5.9,0,0,0,"1/13/2025, 22:13:40",2025-01-14T04:13:40.122Z
IOB-Air-Gen4-12062024,75.0,6.0,0,0,0,"1/13/2025, 22:07:40",2025-01-14T04:07:40.067Z
IOB-Air-Gen4-12062024,74.9,6.2,0,0,0,"1/13/2025, 22:01:40",2025-01-14T04:01:40.027Z
IOB-Air-Gen4-12062024,74.7,6.3,0,0,0,"1/13/2025, 21:56:20",2025-01-14T03:56:19.996Z
IOB-Air-Gen4-12062024,74.8,6.3,0,0,0,"1/13/2025, 21:55:40",2025-01-14T03:55:39.990Z
G-TH,71.0,7.2,0,1,1,"1/13/2025, 21:51:17",2025-01-14T03:51:17.354Z
G-TH,71.0,7.2,0,1,1,"1/13/2025, 21:50:47",2025-01-14T03:50:47.361Z
IOB-Air-Gen4-12062024,74.2,6.4,0,0,0,"1/13/2025, 21:50:19",2025-01-14T03:50:19.960Z
G-TH,71.0,7.1,0,1,1,"1/13/2025, 21:50:17",2025-01-14T03:50:17.405Z
G-TH,71.1,7.1,0,1,1,"1/13/2025, 21:49:48",2025-01-14T03:49:47.365Z
IOB-Air-Gen4-12062024,74.4,6.4,0,0,0,"1/13/2025, 21:49:39",2025-01-14T03:49:39.955Z
G-TH,71.1,7.1,0,1,1,"1/13/2025, 21:49:17",2025-01-14T03:49:17.354Z
IOB-Air-Gen4-12062024,74.5,6.3,0,0,0,"1/13/2025, 21:44:20",2025-01-14T03:44:19.926Z
IOB-Air-Gen4-12062024,74.7,6.3,0,0,0,"1/13/2025, 21:43:40",2025-01-14T03:43:39.910Z
IOB-Air-Gen4-12062024,74.5,6.4,0,0,0,"1/13/2025, 21:38:20",2025-01-14T03:38:19.880Z
IOB-Air-Gen4-12062024,74.7,6.4,0,0,0,"1/13/2025, 21:37:40",2025-01-14T03:37:39.910Z
IOB-Air-Gen4-12062024,73.9,6.5,0,0,0,"1/13/2025, 21:32:20",2025-01-14T03:32:19.823Z
IOB-Air-Gen4-12062024,0.0,0.0,0,0,0,"1/13/2025, 21:31:39",2025-01-14T03:31:39.825Z
IOB-Air-Gen4-12062024,73.8,6.5,0,0,0,"1/13/2025, 21:26:19",2025-01-14T03:26:19.802Z
G-TH,70.8,7.5,0,1,2,"1/13/2025, 21:23:40",2025-01-14T03:23:39.713Z
G-TH,70.9,7.5,0,2,2,"1/13/2025, 21:23:10",2025-01-14T03:23:09.719Z
G-TH,71.0,7.5,0,1,1,"1/13/2025, 21:22:39",2025-01-14T03:22:39.716Z
G-TH,71.0,7.5,0,1,1,"1/13/2025, 21:22:09",2025-01-14T03:22:09.709Z
G-TH,71.1,7.5,0,1,1,"1/13/2025, 21:21:40",2025-01-14T03:21:39.736Z
G-TH,71.1,7.4,0,1,1,"1/13/2025, 21:21:10",2025-01-14T03:21:09.711Z
G-TH,71.1,7.5,0,2,3,"1/13/2025, 21:20:39",2025-01-14T03:20:39.715Z
IOB-Air-Gen4-12062024,73.1,6.6,0,0,0,"1/13/2025, 21:20:20",2025-01-14T03:20:19.776Z
G-TH,71.1,7.4,0,1,1,"1/13/2025, 21:20:09",2025-01-14T03:20:09.708Z
G-TH,71.1,7.4,0,1,2,"1/13/2025, 21:19:40",2025-01-14T03:19:39.714Z
G-TH,71.1,7.4,0,1,1,"1/13/2025, 21:19:10",2025-01-14T03:19:09.711Z
G-TH,70.6,7.6,0,1,1,"1/13/2025, 21:13:40",2025-01-14T03:13:39.736Z
G-TH,70.6,7.6,0,1,1,"1/13/2025, 21:13:10",2025-01-14T03:13:09.702Z
G-TH,70.6,7.6,0,1,1,"1/13/2025, 21:12:39",2025-01-14T03:12:39.744Z
G-TH,70.7,7.6,0,1,1,"1/13/2025, 21:12:10",2025-01-14T03:12:09.755Z
G-TH,70.7,7.6,0,1,1,"1/13/2025, 21:11:40",2025-01-14T03:11:39.705Z
G-TH,70.7,7.6,0,1,2,"1/13/2025, 21:11:09",2025-01-14T03:11:09.704Z
G-TH,70.7,7.5,0,1,2,"1/13/2025, 21:10:40",2025-01-14T03:10:39.751Z
G-TH,70.7,7.6,0,1,2,"1/13/2025, 21:10:10",2025-01-14T03:10:09.699Z
G-TH,70.7,7.5,0,1,2,"1/13/2025, 21:09:39",2025-01-14T03:09:39.701Z
G-TH,70.8,7.5,0,1,2,"1/13/2025, 21:09:10",2025-01-14T03:09:09.699Z
G-TH,70.1,7.6,0,1,2,"1/13/2025, 21:03:39",2025-01-14T03:03:39.689Z
G-TH,70.1,7.6,0,1,2,"1/13/2025, 21:03:10",2025-01-14T03:03:09.690Z
G-TH,70.1,7.6,0,1,2,"1/13/2025, 21:02:40",2025-01-14T03:02:39.692Z
G-TH,70.1,7.6,0,1,1,"1/13/2025, 21:02:09",2025-01-14T03:02:09.720Z
G-TH,70.2,7.6,0,1,1,"1/13/2025, 21:01:39",2025-01-14T03:01:39.731Z
G-TH,70.2,7.6,0,1,1,"1/13/2025, 21:01:10",2025-01-14T03:01:09.691Z
G-TH,70.1,7.6,0,1,1,"1/13/2025, 21:00:40",2025-01-14T03:00:39.679Z
G-TH,70.2,7.6,0,1,1,"1/13/2025, 21:00:09",2025-01-14T03:00:09.729Z
G-TH,70.2,7.6,0,2,2,"1/13/2025, 20:59:39",2025-01-14T02:59:39.684Z
G-TH,70.2,7.6,0,1,2,"1/13/2025, 20:59:10",2025-01-14T02:59:09.723Z
G-TH,70.4,7.8,0,2,3,"1/13/2025, 20:53:10",2025-01-14T02:53:09.673Z
G-TH,70.5,7.7,0,2,2,"1/13/2025, 20:52:40",2025-01-14T02:52:39.715Z
G-TH,70.5,7.7,0,2,2,"1/13/2025, 20:52:10",2025-01-14T02:52:09.672Z
G-TH,70.5,7.7,0,2,3,"1/13/2025, 20:51:39",2025-01-14T02:51:39.216Z
G-TH,70.5,7.6,0,1,2,"1/13/2025, 20:51:10",2025-01-14T02:51:09.628Z
IOB-Air-Gen4-12062024,70.6,7.3,0,0,0,"1/13/2025, 20:50:59",2025-01-14T02:50:59.653Z
G-TH,70.4,7.6,0,2,3,"1/13/2025, 20:50:40",2025-01-14T02:50:39.638Z
IOB-Air-Gen4-12062024,70.2,7.3,0,0,0,"1/13/2025, 20:50:20",2025-01-14T02:50:19.643Z
G-TH,70.4,7.7,0,1,2,"1/13/2025, 20:50:09",2025-01-14T02:50:09.613Z
IOB-Air-Gen4-12062024,70.1,7.4,0,0,0,"1/13/2025, 20:45:00",2025-01-14T02:44:59.618Z
IOB-Air-Gen4-12062024,70.3,7.3,0,0,0,"1/13/2025, 20:44:19",2025-01-14T02:44:19.607Z
G-TH,70.0,7.8,0,2,2,"1/13/2025, 20:43:08",2025-01-14T02:43:07.973Z
